frame,measured_x,measured_y,kalman_x,kalman_y,loop_ms
93,320.0,180.0,321.48931884765625,180.58753967285156,1.1749999976018444
94,326.0,180.0,321.1015625,180.3533477783203,1.2759999954141676
95,329.0,180.0,322.87872314453125,180.17123413085938,1.3193999911891297
96,320.0,188.0,325.3359680175781,180.03489685058594,2.4541000020690262
97,320.0,188.0,324.0870056152344,182.74452209472656,1.655400003073737
98,320.0,183.0,323.0028076171875,184.91165161132812,1.1623000027611852
99,320.0,180.0,322.08953857421875,184.83343505859375,2.053100004559383
100,320.0,182.0,321.3428039550781,183.63209533691406,0.8459000091534108
101,320.0,185.0,320.7510070800781,183.30628967285156,0.8306999952765182
102,320.0,180.0,320.29803466796875,184.06373596191406,3.56919999467209
103,320.0,180.0,319.9654846191406,182.88790893554688,1.8268999992869794
104,320.0,185.0,319.7343444824219,181.91636657714844,2.565199989476241
105,320.0,180.0,319.5860595703125,182.89202880859375,3.4516000014264137
106,320.0,180.0,319.5034484863281,181.9290771484375,2.558599997428246
107,320.0,180.0,319.47100830078125,181.15577697753906,1.8617000023368746
108,320.0,181.0,319.4754333496094,180.55494689941406,1.25790000311099
109,333.0,180.0,319.5054016113281,180.45655822753906,1.5285999979823828
110,329.0,180.0,324.1129455566406,180.0646209716797,1.855399998021312
111,334.0,180.0,326.3919982910156,179.78680419921875,1.5082000027177855
112,320.0,180.0,329.876220703125,179.6031494140625,3.6678999895229936
113,324.0,180.0,327.61572265625,179.49485778808594,1.4654999977210537
114,321.0,180.0,327.0456848144531,179.44491577148438,1.454800003557466
115,320.0,180.0,325.4377746582031,179.43836975097656,1.9979000062448904
116,320.0,180.0,323.7333068847656,179.4625701904297,1.472999996622093
117,320.0,180.0,322.34820556640625,179.50706481933594,1.2223000085214153
118,320.0,180.0,321.25775146484375,179.56349182128906,0.6117000011727214
119,320.0,180.0,320.4295654296875,179.62538146972656,0.552800003788434
120,320.0,180.0,319.8275146484375,179.68792724609375,0.6030000076862052
121,320.0,180.0,319.4146423339844,179.7477264404297,0.5564000020967796
122,320.0,180.0,319.1554870605469,179.80255126953125,0.6492999964393675
123,322.0,180.0,319.0172424316406,179.85105895996094,0.8157999982358888
124,320.0,180.0,319.6725158691406,179.89266967773438,0.6827000033808872
125,320.0,180.0,319.54901123046875,179.9272918701172,0.738000002456829
126,320.0,180.0,319.48565673828125,179.95529174804688,1.2135999859310687
127,320.0,180.0,319.4676513671875,179.97718811035156,0.6861000001663342
128,321.0,180.0,319.4822998046875,179.99368286132812,0.86600000213366
129,320.0,180.0,319.86993408203125,180.0055694580078,1.104700000723824
130,320.0,180.0,319.8485107421875,180.01361083984375,0.6387000030372292
131,320.0,180.0,319.84124755859375,180.01853942871094,0.5003999976906925
132,320.0,180.0,319.8443298339844,180.0210418701172,0.8230000094044954
133,323.0,180.0,319.85443115234375,180.02171325683594,1.6017999878386036
134,329.0,180.0,320.92156982421875,180.0210723876953,1.5002000000094995
135,326.0,180.0,323.88067626953125,180.01954650878906,0.8106000022962689
136,320.0,180.0,325.1629638671875,180.01747131347656,1.2614000006578863
137,320.0,180.0,323.998779296875,180.01512145996094,1.3027999957557768
138,320.0,180.0,322.97845458984375,180.01271057128906,1.33050000295043
139,320.0,180.0,322.1111755371094,180.01036071777344,1.3921999925514683
140,333.0,181.0,321.39556884765625,180.00819396972656,1.3679999974556267
141,325.0,180.0,325.38409423828125,180.35711669921875,3.3598000009078532
142,320.0,180.0,325.760986328125,180.28358459472656,1.9900999905075878
143,320.0,180.0,324.23162841796875,180.21754455566406,1.6424000059487298
144,331.0,184.0,322.9436340332031,180.16014099121094,1.3510999997379258
145,334.0,182.0,325.75018310546875,181.5151824951172,1.9118000054731965
146,333.0,190.0,329.0374755859375,181.88986206054688,0.7114999898476526
147,335.0,186.0,331.2433166503906,184.96482849121094,0.7572000031359494
148,337.0,190.0,333.5799865722656,185.9730682373047,0.519900000654161
149,320.0,189.0,335.9910888671875,188.08407592773438,1.488699999754317
150,320.0,192.0,331.76678466796875,189.30992126464844,0.5175999976927415
151,320.0,180.0,328.2051086425781,191.20518493652344,3.408999997191131
152,320.0,180.0,325.2900695800781,188.36297607421875,1.38310001057107
153,320.0,186.0,322.977294921875,185.9437255859375,1.3747999910265207
154,320.0,180.0,321.2049255371094,186.04989624023438,2.7311000012559816
155,320.0,180.0,319.90179443359375,184.0165252685547,1.414500002283603
156,320.0,180.0,318.994140625,182.38653564453125,1.6990000003715977
157,320.0,180.0,318.40997314453125,181.1226043701172,1.5389000036520883
158,332.0,183.0,318.08233642578125,180.17984008789062,1.9537000043783337
159,333.0,180.0,322.1615295410156,180.5629119873047,2.3283999908016995
160,334.0,180.0,325.87359619140625,179.9035186767578,1.4608000055886805
161,320.0,180.0,329.1895446777344,179.44662475585938,2.7248999977018684
162,335.0,180.0,326.846435546875,179.15499877929688,1.29420000303071
163,340.0,180.0,330.117431640625,178.99404907226562,1.3193000049795955
164,353.0,180.0,334.4129333496094,178.932861328125,0.86600000213366
165,377.0,180.0,342.2690124511719,178.94471740722656,1.1449000012362376
166,395.0,180.0,356.741943359375,179.00709533691406,1.7396000039298087
167,413.0,180.0,374.2323303222656,179.10166931152344,1.3887999957660213
168,298.5,180.0,393.8622131347656,179.2139434814453,3.450100004556589
169,320.0,180.0,368.41754150390625,179.33287048339844,2.9008999990765005
170,320.0,182.0,354.556884765625,179.45034790039062,1.4267000078689307
171,322.0,188.0,343.0780944824219,180.2625274658203,1.4037999935681
172,320.0,184.0,334.5575256347656,183.0255889892578,1.6374999977415428
173,320.0,182.0,327.2445373535156,183.81227111816406,1.5329000016208738
174,320.0,180.0,321.7513732910156,183.671142578125,3.232099988963455
175,320.0,180.0,317.81427001953125,182.78492736816406,1.552999994601123
176,326.0,180.0,315.1687927246094,182.02151489257812,2.0477000070968643
177,328.0,180.0,315.668701171875,181.3832244873047,1.892300002509728
178,321.0,189.0,317.25006103515625,180.86529541015625,2.424100006464869
179,320.0,188.0,316.4524841308594,183.61598205566406,2.672100003110245
180,324.0,180.0,315.77606201171875,185.4675750732422,2.8399000002536923
181,323.0,180.0,316.9222412109375,184.0872802734375,2.728799998294562
182,324.0,180.0,317.73687744140625,182.91107177734375,0.7851999980630353
183,320.0,180.0,318.9280090332031,181.93807983398438,0.9362999990116805
184,320.0,180.0,318.6187744140625,181.15728759765625,0.6011999939801171
185,320.0,180.0,318.47296142578125,180.55111694335938,0.6356000085361302
186,328.0,180.0,318.4490966796875,180.09832763671875,0.972100009676069
187,327.0,180.0,321.31878662109375,179.77615356445312,1.122899993788451
188,320.0,180.0,323.3201904296875,179.56198120117188,2.333500000531785
189,331.0,180.0,322.4544982910156,179.43443298339844,1.3900999911129475
190,320.0,180.0,325.5818786621094,179.37408447265625,4.637899997760542
191,320.0,180.0,324.1903991699219,179.3638916015625,0.9849000052781776
192,320.0,182.0,323.0010986328125,179.38934326171875,1.440699998056516
193,320.0,180.0,322.01434326171875,180.1402130126953,1.8032000079983845
194,326.0,185.0,321.2200012207031,180.0596923828125,1.414199999999255
195,332.0,180.0,322.706298828125,181.7545623779297,2.152000000933185
196,338.0,181.0,326.0212707519531,181.35362243652344,1.2495999981183559
197,360.0,182.0,330.7546081542969,181.3542938232422,1.3657000090461224
198,362.0,186.0,342.16009521484375,181.68748474121094,1.3882000057492405
199,355.0,180.0,351.7643127441406,183.34031677246094,3.259100005379878
200,356.0,180.0,356.5594787597656,182.529052734375,1.0686000023270026
201,361.0,180.0,360.1888732910156,181.8312530517578,1.073999999789521
202,360.0,180.0,364.2705078125,181.2486572265625,1.3219999964348972
203,364.0,180.0,366.6107482910156,180.77662658691406,1.8694000027608126
204,358.0,180.0,369.3144836425781,180.40621948242188,2.071900002192706
205,346.0,180.0,368.8305969238281,180.12599182128906,3.430500000831671
206,354.0,180.0,363.72625732421875,179.92324829101562,0.8696000004420057
207,357.0,180.0,362.04974365234375,179.78518676757812,0.8110999915516004
208,353.0,180.0,361.5155944824219,179.6995086669922,0.7672000065213069
209,329.0,180.0,359.506591796875,179.65489196777344,1.6758999990997836
210,325.0,180.0,349.3453369140625,179.64132690429688,0.6208000122569501
211,337.0,180.0,339.78240966796875,179.6502227783203,0.597400008700788
212,338.0,180.0,336.5374450683594,179.6743621826172,0.5728999967686832
213,357.0,180.0,334.6393127441406,179.7079620361328,0.564500005566515
214,358.0,180.0,340.14849853515625,179.7464599609375,0.5431999888969585
215,370.0,180.0,345.2215576171875,179.7864227294922,0.8595999970566481
216,374.0,180.0,353.639892578125,179.8253631591797,1.1174999963259324
217,339.0,194.0,361.7778625488281,179.861572265625,5.488100010552444
218,352.0,182.0,355.82373046875,184.80612182617188,5.24119999317918
219,348.0,187.0,355.3525390625,184.530029296875,2.9452000017045066
220,323.0,187.0,353.447265625,185.9613037109375,2.6120999973500147
221,320.0,188.0,343.06207275390625,187.01698303222656,0.8566000033169985
222,320.0,188.0,333.70770263671875,188.1063690185547,2.045899993390776
223,320.0,183.0,326.45355224609375,188.8638916015625,2.9254999972181395
224,320.0,189.0,321.0420837402344,187.5958709716797,1.3225000002421439
225,320.0,180.0,317.1985778808594,188.57742309570312,3.180699990480207
226,320.0,180.0,314.6502380371094,186.12875366210938,1.1621000012382865
227,320.0,183.0,313.13958740234375,184.0996551513672,0.7229000038933009
228,330.0,180.0,312.4331359863281,183.52099609375,1.667999997152947
229,334.0,180.0,315.83477783203125,182.0364227294922,1.237600008607842
230,330.0,180.0,320.34661865234375,180.8922882080078,1.0328999924240634
231,320.0,180.0,322.8029479980469,180.0452117919922,2.8334999951766804
232,320.0,180.0,321.38348388671875,179.44961547851562,2.182700001867488
233,331.0,180.0,320.31842041015625,179.06068420410156,0.6234000029508024
234,335.0,180.0,323.4156494140625,178.83642578125,1.4066000003367662
235,342.0,180.0,327.3770751953125,178.73898315429688,0.8299999899463728
236,320.0,180.0,332.998291015625,178.73536682128906,3.746100002899766
237,325.0,180.0,329.6776428222656,178.79763793945312,1.7321000050287694
238,334.0,180.0,328.6102600097656,178.9028778076172,1.1475999926915392
239,335.0,180.0,330.8354187011719,179.03282165527344,1.8328999867662787
240,320.0,180.0,332.9069519042969,179.1733856201172,3.231499998946674
241,320.0,180.0,329.2021179199219,179.31419372558594,0.9208000119542703
242,323.0,180.0,326.1357116699219,179.44796752929688,0.8536999957868829
243,320.0,182.0,324.7261657714844,179.5699462890625,1.2341999972704798
244,320.0,183.0,322.5979309082031,180.37913513183594,0.6228999991435558
245,320.0,184.0,320.97418212890625,181.37982177734375,0.6207999977050349
246,328.0,180.0,319.7870178222656,182.51458740234375,0.6301000103121623
247,327.0,181.0,321.7733459472656,181.98204040527344,0.6070000090403482
248,339.0,180.0,323.1327819824219,181.8583221435547,0.6384000007528812
249,326.0,183.0,328.4934997558594,181.3768310546875,2.8590000001713634
250,320.0,180.0,328.2252502441406,182.02163696289062,1.9012999982805923
251,322.0,182.0,325.8181457519531,181.47079467773438,1.2845000019297004
252,320.0,180.0,324.53582763671875,181.71133422851562,2.6070000021718442
253,320.0,183.0,322.8059997558594,181.19287109375,1.2794000067515299
254,323.0,180.0,321.4506530761719,181.8212127685547,1.8213000003015622
255,320.0,182.0,321.4796447753906,181.26910400390625,2.4462000001221895
256,320.0,180.0,320.5252685546875,181.5191192626953,1.691400000709109
257,330.0,180.0,319.8299255371094,181.0171356201172,1.3446000084513798
258,320.0,181.0,322.86029052734375,180.61341857910156,4.585099988617003
259,321.0,180.0,321.8399658203125,180.6501007080078,3.5949000011896715
